jacksonville,American Drew Dining Set - Bob Mackie collection - very good condition,00U0U_3P5gFFazbMR,1200
jacksonville,Furniture Sale,00Y0Y_8ZCR4sMmcHq,
jacksonville,"Full size bed frame, box spring, mattress and headboardd",00606_73Jq0GqVdP8,100
jacksonville,NEW 5 PIECE DINING SET $329,00R0R_eXDiLUywNpi,329
jacksonville,"NEW FULL SIZE ADJUSTABLE ""G1"" BASE",01313_2gLGPVF6dXM,499
jacksonville,NEW 3 TIER BUNK BED,00k0k_bzFbDSfZOHL,485
jacksonville,Pine dresser,00g0g_6lTDDxAivOJ,95
jacksonville,King bed,00m0m_1NNdypTHKB5,250
jacksonville,Natuzzi living room set,00l0l_6LFOwOaMmbl,395
jacksonville,Octagon end / night stand,00606_ghn5PkWxVo4,60
jacksonville,Oval entry Way piece,00W0W_brxxa2OlD7S,110
jacksonville,Large teal ottoman,00X0X_b91aihQSmJT,80
jacksonville,Exotic tv stand,01616_1lgfbMXmLYt,60
jacksonville,Beautiful coffee table,00b0b_3i52gTn1vFy,95
jacksonville,Antique desk,00505_hVRSU4hk9eJ,95
jacksonville,Espresso table and chairs,00707_5Mz3A0AeT7v,80
jacksonville,Black pub table and chairs,00M0M_f8pNX4mjwu9,240
jacksonville,Wooden bench,00W0W_iRNIzo35o7z,95
jacksonville,entire living room for sale,00Q0Q_xNZIt2wHUg,275
jacksonville,Beautiful Large StoneTop Round High End Coffee Table,00707_gW9tDUjx9jY,250
jacksonville,REDUCED 1 left. Incred. comfort. Twin XL bed w/ built in memory foam,00C0C_ctKRtJw7Nur,200
jacksonville,TV stand,00d0d_fmgWzWqDe3X,30
jacksonville,"Table, Glass Metal Serving Cart",00N0N_RhHbyje3Ma,40
jacksonville,"Chair, Windsor Chair, Antique Chair",00N0N_4iP2V0ggYix,125
jacksonville,"Chair, Upholstery armchair",00S0S_eURNndOW88b,175
jacksonville,"Arm chair , Chair",00H0H_93iM9tpyPYr,150
jacksonville,"Chair, Rocking Chair, Pine Rocking",00N0N_97FnjYGGLkL,60
jacksonville,DINNING CHAIRS ( 4-PIECES / Need Painting )-----------------------Set,01414_5km7ijt971J,40
jacksonville,KING SIZE MATTRESS & BOX SPRING ( Pillow Top ),01515_3KzHFsK48x6,225
jacksonville,KING SIZE MATTRESS & BOX SPRING ( Pillow Top ),01515_3KzHFsK48x6,225
jacksonville,"ENTERTAINMENT CENTER ( Press  Oak Wood / Fits 27""in TV )",00X0X_7Jnkyq8X4ak,75
jacksonville,"KING SIZE BED SET ( Mattress,Box Spring,Head Board, Metal Frame )",01616_1Tibxg7QfxZ,325
jacksonville,QUEEN SIZE BEDS ( SEVERAL DIFFERENT KIND / ONE TWIN SIZE ),00B0B_4LTLe0d5WN4,75
jacksonville,BUSINESS OFFICE CHAIRS ( Vinyl Coating )--------------5-Pieces Set For,00N0N_8zhVX3H8h7V,250
jacksonville,CHEST DRAWER / ARMOIRE ( Solid Wood ),00101_23EyQSzwHFk,175
jacksonville,"KING SIZE BED SET ( Mattress,Box Spring,Head Board, Metal Frame )",01616_1Tibxg7QfxZ,325
jacksonville,KING SIZE MATTRESS & BOX SPRING ( Pillow Top ),01515_3KzHFsK48x6,225
jacksonville,living room set,01212_2NifAXo7YNn,500
jacksonville,California King Size Tempurpedic Bed,00g0g_9An0aj4nb7o,525
jacksonville,Picture,00202_1OUP95f0t5D,8
jacksonville,Dresser,00Y0Y_jED0GI7IgMh,65
jacksonville,RECLINER SLEEPER SOFA ( FABRIC ),00z0z_tPyIOY6yDR,160
jacksonville,TV Stand with Cabinet,,25
jacksonville,CHAIRS / PLASTIC & METAL ---------------------------------5-Pieces Set,00y0y_fJAkB1RfkCq,50
jacksonville,Bassett Vintage China Cabinet one piece,00Y0Y_7Cy10cnUhMB,80
jacksonville,Bassett China cabinet,00Y0Y_7Cy10cnUhMB,60
jacksonville,Three Tower Curio,00u0u_95d3gQ7nrn2,250
jacksonville,End tables- coffee table w lift top and sofa table,00t0t_1b5L1tdq3Qm,200
jacksonville,TV stand with drawer,00O0O_nAeYQBUkR9,20
jacksonville,love seat and sofa,00v0v_jw7hYava4mc,120
jacksonville,Light colored brown dresser,00w0w_3yuVjDoChLd,100
jacksonville,Gold and Mirror Beverage Cart,00H0H_7ILykp09Y4r,150
jacksonville,New Beverage Cart Gold and Wood,00909_QN4AAuqtmv,150
jacksonville,Twin Size Bedroom Set with Two Matching Beds Vintage 1940s,00r0r_cXoMWZZdN6b,500
jacksonville,Dark stain solid wood matching table and chairs,00Y0Y_kjR1vtSRLgh,150
jacksonville,Full sized bed frame doubles as a box spring,00l0l_eZT9EexIgP4,60
jacksonville,Antique wood upholstery chair,01515_h6GpeGp9Vjy,50
jacksonville,Solid wooden table and 4 chairs,00I0I_6KPgU4jPFkc,75
