kirksville,Deluxe Black Leather)) Herman Miller Eames Lounge Chair,00D0D_2OYafwVfYPT,1015
kirksville,Stratolounger Double Recliner,01212_iBLhzxfLGye,375
kirksville,Large desk,00p0p_9sos7HkZ8r4,225
kirksville,Antique/Distressed Butcher Block Table,00o0o_gabdL59gpmU,585
kirksville,Entertainment center,01717_gRZtvpoHIUF,30
kirksville,Oak harvest table,00202_cEN1DVEnf6O,100
kirksville,Girls Dollhouse Loft Bed,00x0x_iSYeHPFNOlY,750
kirksville,Office Furniture Cubicles,00X0X_f1D4Mg4kJrb,
kirksville,Beautiful Chest of drawers/mirror/jewelry chest,00g0g_gQ95zj7RXiB,125
kirksville,Broyhill Attic Heirlooms black hutch,00B0B_iH59yORLE5W,800
kirksville,End Tables,,25
kirksville,TV Stand,,20
kirksville,Handcrafted cabinet,00a0a_3pS8qGanORy,80
kirksville,China Cabinet,00B0B_VSNVEfMt6S,100
kirksville,Vintage working sewing machine in cabinet,00f0f_8ebO2J7ba6Q,95
kirksville,Over stool cabinet,00W0W_aP0C00bASxb,30
kirksville,Beautiful solid wood Roll top Desk,00b0b_14GiZiI4aYb,250
kirksville,Vintage vanity and Dresser,01010_i7i2NWBf9xn,250
kirksville,"Oak Curio cabinet, appears vintage",01313_hlDAdSqYHke,100
kirksville,Vanity with Mirror,00c0c_cTXTRzeW0u3,75
kirksville,huge sectional,00m0m_5c2zNO99s3H,1000
kirksville,Sectional couch,00A0A_24JoQFGnRJz,400
kirksville,White and Brass Heart Headboard,00H0H_oAevUASzKb,75
kirksville,Entertainment Center,00p0p_18M6LRPitjh,159
kirksville,White Accent Chair,00V0V_7INSCgLAsUY,49
kirksville,Bunk Bed,00t0t_ceuw7wj9Xcv,159
kirksville,Office Charis,00h0h_b82xIrC8f6s,5
kirksville,Student office study desk brand new,00606_5KkoBWTdafC,100
kirksville,Tv stand wooden brand new,00W0W_5ir2swSGUAp,120
kirksville,Granite top table with chairs and buffet,00g0g_gA9x0ld3ZJl,300
kirksville,Entertainment Center,00C0C_4OTdZVIsxAK,85
kirksville,Solid Oak Wood Desk,00A0A_f8ZSRwpWL4Q,75
kirksville,Pottery Barn Teen - Round about chair,00z0z_3ft7azzZqTu,125
kirksville,Wooden Roll Top Desk w/Slide Out,00d0d_wZf6DYHAZG,60
kirksville,Kitchen Hutch,00l0l_5YDpmnN3J1k,160
kirksville,Oak Table and 6 Oak Chairs,00808_3zei7SMcY9d,
kirksville,Queen Size Craftmatic Electric Adjustable Lift Bed--$500,00K0K_39rEmiJAsfn,1
kirksville,Lebeda XL Twin Electric Adjustable Lift Bed--$350,00606_3FelbLUydUr,1
kirksville,Twin Size Day Bed--$150,00B0B_1s1ETKlvp9h,1
kirksville,King Size Lebeda Bed Set--$300,00c0c_al8LYjwMMw7,1
kirksville,Lebeda Legacy Queen Pillow Top Bed Set--$250,00505_4h46uKBme7j,1
kirksville,Sealy Posturepedic Starmount Cushion Firm Queen Bed Set--$225,00D0D_3Kf4SSiRnbf,1
kirksville,Simmons BeautyRest Queen Size Pillow Top Bed Set-$225,01616_dxVzS1iajzw,1
kirksville,Complete Queen Bed Set-$225,00s0s_dq67cPWW2si,1
kirksville,Complete Full Size Englander Columbus Bed Set--$200,00d0d_5PQvaEukcGd,1
kirksville,Full Size Bed Set w/Vintage Bassett Wood Frame--$225,00n0n_9vQrDWmG5HV,1
kirksville,2 Lebeda Palladian XL Double Pillow Top Bed Set--$175 each,01717_9H35kVunJRw,1
kirksville,Antique Twin Solid Wood Bed Frame w/ Mattress--$100,01212_i1v4rt2vjDd,1
kirksville,Solid oak roll top desk,00x0x_chAL3diHbiu,300
kirksville,Solid Wood 2-Drawer Coffee Table--$50,00U0U_a9i78HZbnZb,1
kirksville,Vintage 1-Drawer End Table--$25,00W0W_c1oocctdaXg,25
kirksville,Nice Solid Wood Kitchen Table and Chairs--$75,00z0z_dtmVCIXW4E,1
kirksville,1-Drawer Nightstand--$25,00L0L_aEtxL0TtQqK,25
kirksville,Nice 1-Drawer End Table--$25,00S0S_69clBbPDxci,25
kirksville,2-Drawer Nightstand--$30,01515_ekdxf6HAJBK,30
kirksville,Solid Wood 2-Tier Shelf-$20,01010_ae2EBkZBm5c,20
kirksville,Modern Set of 2 Glass Top End Tables--$50,00j0j_44PjW7jOOz4,1
kirksville,Set of 2 Solid Wood End Tables--$50,00M0M_bDejus8nf84,1
kirksville,"74"" Conover Striped 3-Cushion Sofa--$50",00606_1isGV1sgRYe,1
kirksville,Comfortable Sitting Chair w/2 Pillows--$40,00l0l_itR5iNZQ9RD,40
kirksville,Pair of Glass Top End Tables--$40/pair,01717_9Go2BPyKg83,40
kirksville,Computer Desk--$25,01313_hxoNsjYGd1A,25
kirksville,Small Vintage Spring Rocker--$50,00O0O_64HtNOGXpkn,1
kirksville,OLD Small Rocker w/ Wicker Woven Seat--$25,00w0w_8z3SCvlnspm,25
